phenomenonTime,AMF_pm012,GLB_1745609,GLB_4182551,GLB_5939801,GLB_5965467,GLOBE_350916063264611,GLOBE_350916063264850,GLOBE_350916063265568,GLOBE_350916066550651,GLOBE_350916067031677,HLL_zps-09,HLL_zps-10,LTD_10414,LTD_11636,LTD_19824,LTD_25146,LTD_26302,LTD_31138,LTD_31898,LTD_34054,LTD_34530,LTD_34716,LTD_34722,LTD_35291,LTD_35706,LTD_41732,LTD_41957,LTD_44936,LTD_46788,LTD_53212,LTD_53693,LTD_55142,LTD_55401,LTD_55645,LTD_56618,LTD_57198,LTD_57243,LTD_57581,LTD_60640,LTD_62035,LTD_6361,LTD_66369,LTD_66669,LTD_66758,LTD_67490,LTD_67872,LTD_68566,LTD_68612,LTD_68708,LTD_6874,LTD_69154,LTD_74486,LTD_7631,LTD_8901,MJS_719,MJS_721,MJS_773,MJS_782,MJS_787,MJS_791,MJS_871,MJS_883,MVB_pistofsensor2-in,MVB_pistofsensor2-out,NBI_352753090556927,OZK_1813,OZK_350928,OZK_4891351,OZK_4891985,SSK_LH023,SSK_LH025,SSK_RDFV001,SSK_RDFV017,SSK_RDFV019,SSK_RDFV022,SSK_RDFV024,SSK_RDFV035,SSK_RDFV050,SSK_USP01,SSK_USP02,SSK_USP03,SSK_USP04,SSK_USP05,SSK_USP06,USP_pu002,USP_pu009,USP_pu016,USP_pu502,USP_pu504,USP_pu508,USP_pu510,UTR_bu006,UTR_bu007,UTR_bu011,UTR_bu020
2023-03-12T11:00:00.000Z,11.2,,,,19.41,,,,,,9.702,0.0,7.488,13.195,22.47,6.072,6.798,10.23,5.092,20.16,3.49,3.082,17.956,,14.74,,,2.52,15.164,8.515,,7.424,1.495,14.673,,8.96,,5.12,13.455,9.856,15.946,,,10.032,,9.424,,,,20.475,,,4.095,10.01,,34.0,74.5,91.75,,57.33,41.5,62.33,2.17,11.58,6.528,16.91,82.112,,20.416,,,,,,,,,,,,,,,,14.4,,4.736,0.0,,14.008,30.284,,,0.064,
2023-03-12T12:00:00.000Z,6.992,,,,9.94,,,,,,7.275,0.0,5.642,8.55,13.26,5.5,,6.468,4.214,11.02,3.47,3.43,,,6.435,,,1.958,9.8,6.887,,5.46,2.139,10.78,,7.084,,2.639,8.9,6.164,14.352,2.88,,7.104,,7.74,,,,40.755,,,5.472,7.584,,17.0,23.5,38.0,,23.25,16.5,25.75,2.5,5.75,5.52,9.42,122.55,,12.635,,,,,,,,,,,,,,,,10.374,,6.532,0.0,,9.696,17.2,,,0.092,
2023-03-12T13:00:00.000Z,4.992,,,,10.58,,,,,,5.564,0.0,4.68,7.102,9.072,3.996,,6.237,4.212,8.692,3.65,3.564,,,4.142,,,1.53,8.64,5.992,,4.12,2.392,9.828,,5.2,,1.872,5.5,5.824,7.548,,,5.564,,4.545,,,,96.248,,,4.558,7.276,,7.75,20.0,16.0,,14.25,12.0,14.33,4.08,5.25,5.2,9.26,85.118,,9.434,,,,,,,,,,,,,,,,8.446,,6.825,0.0,,8.88,12.21,,,0.104,
2023-03-12T15:00:00.000Z,6.84,,,,9.08,,,,,,8.145,0.0,6.052,10.136,10.8,6.475,,7.785,5.22,11.102,4.59,6.66,11.648,,2.912,,,1.936,11.392,8.784,,5.696,5.696,10.86,,8.592,,3.56,5.907,8.234,8.316,,,6.66,,6.125,,,,359.466,,,7.421,24.616,,11.25,12.67,11.5,,15.0,12.0,15.75,4.67,5.33,7.12,10.26,99.736,,13.104,,,,,,,,,,,,,,,,13.528,,3.58,0.0,,11.648,14.742,,,0.178,
2023-03-12T18:00:00.000Z,5.363,,,,6.45,,,,,,7.74,0.0,5.814,9.515,,6.408,,8.183,5.239,12.496,4.87,5.915,9.918,,2.236,,,2.04,9.744,10.56,,4.959,6.12,11.56,,7.224,,2.907,4.843,8.131,8.413,,,4.959,,5.577,,,,216.769,,,6.228,23.009,,11.0,12.0,8.33,,11.0,4.0,11.25,4.25,6.33,7.524,10.23,,,,,,,,,,,,,,,,,,,12.483,,8.428,0.0,,11.9,13.851,,,0.171,
2023-03-12T19:00:00.000Z,2.541,,,,3.08,,,,,,3.456,0.0,2.023,4.125,,1.95,,2.42,2.112,3.968,4.57,2.772,3.78,,0.66,,,0.812,4.061,3.528,,2.261,4.026,3.93,,3.751,,0.952,1.632,3.36,3.536,,,1.92,,2.26,,,,170.875,,,3.402,17.388,,6.5,4.0,5.75,,7.5,9.0,7.75,9.17,2.83,2.662,5.16,,,,,,,,,,,,,,,,,,,4.641,,6.344,0.0,,5.48,6.03,,,0.12,
2023-03-12T20:00:00.000Z,2.772,,,,3.65,,,,,,4.16,0.0,2.976,4.515,,2.926,,2.223,2.508,5.76,3.62,2.64,5.712,,1.072,,,1.22,5.2,4.29,,4.216,2.52,4.62,,4.536,,1.364,2.412,3.875,4.416,,,2.86,,2.737,,,,115.971,,,2.709,19.24,,9.25,8.5,6.25,,4.33,6.0,7.0,4.42,3.33,2.75,5.56,,,,,,,,,,,,,,,,,,,4.96,,6.552,0.0,,6.165,7.155,,,0.125,
2023-03-12T21:00:00.000Z,5.068,,,,6.18,,,,,,7.182,0.0,5.6,7.832,,5.103,,6.401,5.904,11.968,3.36,3.26,9.295,,1.892,,,2.464,7.95,9.163,,13.65,3.57,10.354,,7.298,,4.576,4.898,7.462,8.55,,,5.239,,5.775,,,,126.555,,,4.272,19.647,,8.33,3.0,8.5,,12.0,6.33,11.75,3.75,3.83,5.848,7.15,,,,,,,,,,,,,,,,,,,10.62,,8.225,0.0,,9.24,11.799,,,0.173,
2023-03-12T23:00:00.000Z,5.994,,,,3.36,,,,,,8.321,0.0,6.36,8.211,,6.847,,9.164,5.168,14.52,3.24,4.256,13.005,,3.588,,,1.908,11.25,9.405,,5.883,3.925,10.78,,8.32,,3.04,5.733,7.987,10.248,,,7.02,,6.201,,,,111.84,,,3.542,19.2,,10.0,12.5,10.75,,20.33,8.0,10.67,2.58,5.75,6.952,9.57,,,,,,,,,,,,,,,,,,,12.64,,5.088,2053.09,,10.872,15.5,,,0.159,
2023-03-13T00:00:00.000Z,4.95,,,,3.29,,,,,,7.685,0.0,5.84,7.152,,5.772,,8.64,5.04,11.088,3.35,3.5,14.872,,2.755,,,1.606,10.138,8.47,,5.402,4.752,13.206,,7.696,,2.94,5.4,7.248,9.796,,,6.912,,5.655,,,,96.348,,,3.725,14.9,,12.5,9.67,9.25,,11.5,8.5,14.5,2.75,4.92,6.09,8.34,,,,,,,,,,,,,,,,,,,11.466,,9.555,7864.32,,10.011,15.408,,,0.146,
2023-03-13T01:00:00.000Z,2.494,,,,2.98,,,,,,4.136,0.0,3.024,3.696,,2.79,,3.95,2.784,5.785,3.34,1.827,7.826,,1.35,,,0.738,5.848,3.87,,2.604,2.89,8.096,,3.995,,1.176,3.393,3.698,5.529,,,4.263,,2.56,,,,50.982,,,2.2,7.656,,6.0,9.0,12.5,,11.0,4.0,12.0,3.62,4.0,2.856,6.52,,,,,,,,,,,,,,,,,,,5.46,,7.14,1404.15,,5.551,9.0,,,0.084,
2023-03-13T03:00:00.000Z,2.436,,,,2.92,,,,,,7.209,0.0,6.885,8.232,,5.192,,6.424,4.004,8.633,2.91,1.463,13.098,,7.488,,,1.462,13.09,4.224,,4.165,1.826,11.088,,6.12,,2.72,8.979,7.128,10.795,,,8.32,,6.438,,,,91.812,,,2.268,7.553,,18.0,31.0,38.25,,21.25,25.0,30.67,2.67,4.42,3.528,8.46,,,,,,,,,,,,,,,,,,,10.54,,10.209,0.0,,8.064,19.076,,,0.084,
2023-03-13T04:00:00.000Z,1.188,,,,2.15,,,,,,3.3,0.0,3.905,4.235,,2.43,,3.024,1.736,3.78,2.66,0.896,6.944,,2.352,,,0.81,5.244,2.214,,2.695,0.99,6.048,,2.64,,1.296,5.13,3.24,4.752,,,4.345,,2.808,,,,142.12,,,1.65,4.95,,13.5,35.0,32.25,,16.25,18.5,21.75,1.75,3.67,3.025,7.09,,,,,,,,,,,,,,,,,,,5.115,,1.485,0.0,,3.99,7.728,,,0.055,
2023-03-13T05:00:00.000Z,1.463,,,,1.97,,,,,,3.555,0.0,4.212,4.992,,2.695,,2.618,1.92,3.696,2.35,1.2,6.885,,1.68,,,1.078,5.427,2.618,,3.432,1.264,7.84,,3.198,,1.56,5.084,3.465,5.236,,,4.582,,2.772,,,,247.65,,,1.95,7.488,,9.5,23.0,20.25,,9.33,11.33,13.25,1.33,2.83,2.34,6.15,,,,,,,,,,,,,,,,,,,5.616,,3.9,0.0,,3.969,7.28,,,0.078,
2023-03-13T06:00:00.000Z,2.223,,,,3.18,,,,,,3.876,0.0,4.06,5.684,,3.393,,2.574,2.128,4.248,2.3,1.904,8.322,,1.265,,,1.521,5.328,3.627,,3.48,1.71,9.04,,4.06,,1.624,4.329,4.095,5.967,,,4.332,,2.34,,,,316.332,,,2.9,12.296,,7.33,7.0,7.33,,5.25,7.5,9.33,1.08,2.08,2.53,4.24,,,,,,,,,,,,,,,,,,,4.872,,3.795,0.0,,4.788,7.866,,,0.115,
2023-03-13T07:00:00.000Z,2.224,,,,3.18,,,,,,3.654,0.0,3.591,5.453,5.28,3.243,,2.679,2.006,4.26,2.29,1.888,6.0,,0.992,,,1.644,4.485,4.23,,3.216,2.048,12.1,,4.185,,1.62,3.248,3.948,5.382,,,3.625,,2.502,,,,302.148,,,3.192,15.444,,5.5,5.5,6.75,,5.5,5.0,6.0,1.0,2.08,4.454,4.06,,,,,,,,,,,,,,,,,,,4.896,,5.28,0.0,,3.776,6.588,,,0.132,
2023-03-13T09:00:00.000Z,2.975,,,,2.08,,,,,,5.115,,5.643,6.156,6.525,3.696,,2.816,2.355,5.841,2.46,2.041,,,1.304,,,1.903,6.665,4.576,,4.617,3.173,11.68,,5.16,,2.064,4.47,5.104,7.308,,,5.084,,3.5,,,,439.28,,,4.104,22.78,,6.0,4.0,7.5,,6.0,5.0,8.0,4.58,1.92,3.38,3.91,,,,,,,,,,,,,,,,,,,7.052,,5.915,0.0,,5.115,9.28,,,0.17,
2023-03-13T10:00:00.000Z,2.025,,,,1.68,,,,,,2.816,,2.261,3.3,3.132,2.04,,1.644,1.23,3.864,2.32,1.722,,,0.5,,,1.072,3.294,2.74,,2.261,2.47,7.812,,2.926,,1.206,2.124,3.151,3.618,,,2.54,,1.904,,,,255.843,,,2.772,19.781,,4.33,11.0,9.5,,5.0,2.5,5.67,3.17,1.42,1.834,2.49,,,,,,,,,,,,,,,,,,,3.325,,4.323,0.0,,2.618,4.797,,,0.132,
2023-03-13T13:00:00.000Z,3.262,,,,1.58,,,,,,3.781,,3.27,4.578,4.082,3.346,,2.42,1.77,4.88,1.84,2.655,,,0.78,,,1.374,3.718,4.8,,3.08,2.842,6.105,,4.032,,2.016,2.43,5.258,4.446,,,3.298,,3.055,,,,381.456,,,3.488,193.285,,4.0,5.0,3.0,,3.75,3.33,3.0,1.17,1.25,2.1,2.42,,,,,,,,,,,,,,,,,,,4.95,,0.0,0.0,,4.296,6.46,,,0.214,
2023-03-13T16:00:00.000Z,3.198,,,,4.0,,,,,,3.78,,3.025,5.25,,3.25,,3.078,2.667,5.875,3.72,3.429,6.996,,1.04,,,1.309,5.292,4.572,,2.662,3.782,7.04,,3.294,,2.178,3.225,4.148,4.725,,,3.402,,2.436,6.048,,,440.625,,,4.032,26.46,,7.5,6.0,5.25,,7.75,3.67,9.0,2.58,3.5,5.124,6.35,,,,,,,,,,,,,,,,,,,5.687,,0.0,0.0,,6.251,7.991,,,0.121,
2023-03-13T17:00:00.000Z,3.69,,,,6.22,,,,,,4.55,,3.69,5.969,,3.9,,3.68,3.752,6.0,3.82,4.556,7.616,,1.463,,,1.2,6.834,6.223,,3.05,3.625,8.246,,4.182,,2.074,3.973,4.797,5.44,,,3.9,,3.042,6.272,,,347.853,,,3.968,28.032,,9.75,8.33,6.75,,6.0,6.0,10.33,3.58,4.58,5.952,7.68,,,,,,,,,,,,,,,,,,,7.076,,0.0,0.0,,7.398,9.585,,,0.124,
2023-03-13T18:00:00.000Z,4.758,,,,6.73,,,,,,5.376,0.0,4.059,7.125,,4.092,,5.474,3.857,7.32,4.29,4.522,9.112,,1.834,,,1.22,7.847,6.273,,3.321,4.5,6.6,,4.92,,3.936,4.247,5.566,6.096,,,4.352,,3.6,6.048,,,117.125,,,4.75,21.168,,12.0,6.0,10.67,,11.25,8.67,10.25,3.83,5.5,4.96,9.22,,,,,,,,,,,,,,,,,,,8.61,,0.0,0.0,,8.568,11.039,,,0.124,
2023-03-13T23:00:00.000Z,7.141,,,,3.95,,,,,,7.293,0.0,5.64,7.488,,6.293,,6.105,4.5,11.741,3.51,3.96,10.12,,1.87,,,1.692,9.735,9.2,,4.888,7.068,,,7.258,,3.42,5.046,7.372,8.858,,,6.138,,5.423,,,,434.334,,,4.825,33.408,,5.0,5.0,9.5,,8.33,8.67,10.75,4.5,4.42,5.61,7.39,,,,,,,,,,,,,,,,,,,11.34,,0.0,0.0,,9.593,13.206,,,0.188,
2023-03-14T00:00:00.000Z,4.288,,,,4.35,,,,,,6.394,0.0,5.148,7.672,,5.005,,4.92,3.78,8.357,3.74,3.64,8.784,,2.272,,,1.548,8.479,6.811,,3.96,4.556,8.178,,5.586,,2.772,3.834,6.118,7.599,,,5.106,,4.032,,,,330.581,,,3.45,16.146,,9.25,6.0,7.0,,9.25,8.5,10.25,3.75,5.0,5.32,7.15,,,,,,,,,,,,,,,,,,,9.17,,8.978,0.0,,7.884,10.582,,,0.133,
2023-03-14T02:00:00.000Z,3.944,,,,2.55,,,,,,4.85,0.0,4.104,5.778,,3.6,,4.356,2.595,9.31,3.09,2.249,6.771,,0.955,,,1.596,5.248,6.266,,3.689,4.752,9.05,,5.328,,1.998,2.862,5.736,6.496,,,3.78,,3.055,,,,389.232,,,4.945,18.146,,4.5,5.0,5.0,,4.67,5.5,6.33,3.58,1.92,4.14,3.36,,,,,,,,,,,,,,,,,,,7.805,,17.808,0.0,,5.487,8.228,,,0.21,
2023-03-14T03:00:00.000Z,4.004,,,,2.05,,,,,,4.88,0.0,4.32,5.83,,4.395,,3.576,1.76,11.174,2.6,2.64,5.616,,0.924,,,1.686,5.642,6.174,,3.523,4.864,9.9,,5.775,,2.484,2.222,5.88,5.859,,,3.856,,3.757,,,,376.464,,,5.3,21.924,,2.33,3.0,4.0,,3.0,4.25,3.5,2.58,1.67,3.682,3.31,,,,,,,,,,,,,,,,,,,7.946,,22.532,0.0,,5.175,7.805,,,0.266,
2023-03-14T05:00:00.000Z,1.984,,,,1.82,,,,,,2.728,0.0,2.299,3.125,,2.112,,1.856,1.452,5.12,2.22,1.573,3.813,,0.5,,,0.84,3.48,2.967,,1.936,2.057,6.273,,3.075,,1.22,1.547,2.976,3.672,,,2.214,,1.652,,,,128.5,,,2.016,11.718,,4.25,7.0,5.0,,7.67,6.0,6.33,1.42,2.17,2.42,3.58,,,,,,,,,,,,,,,,,,,4.114,,9.394,0.0,,3.538,4.96,,,0.122,
2023-03-14T07:00:00.000Z,0.99,,,,1.74,,,,,,2.668,0.0,1.82,2.002,1.824,1.17,,1.26,0.837,3.42,1.87,0.837,1.395,,0.276,,,0.637,2.418,1.62,,1.274,1.183,2.944,,2.093,,1.001,1.128,2.07,1.911,,,1.748,,1.44,,,,105.56,,,1.82,5.824,,3.33,3.0,5.75,,3.5,6.0,5.67,1.25,0.92,3.276,2.75,,,,,,,,,,,,,,,,,,,3.458,,6.461,1478.52,,2.068,3.72,,,0.091,
2023-03-14T08:00:00.000Z,0.637,,,,0.98,,,,,,1.767,0.0,1.456,1.729,1.881,0.72,,0.36,0.95,1.89,1.43,0.665,2.28,,0.093,,,0.182,1.9,0.81,,0.637,1.564,4.23,,1.456,,0.455,1.164,1.62,1.001,,,1.674,,0.728,,,,119.784,,,1.456,3.588,,2.25,2.0,3.0,,3.0,5.5,2.33,1.33,0.33,0.92,1.54,,,,,,,,,,,,,,,,,,,1.274,,5.336,0.0,,1.824,2.726,,,0.091,
2023-03-14T09:00:00.000Z,0.651,,,,1.09,,,,,,1.44,,0.658,0.855,1.4,0.46,,0.644,0.294,1.547,1.26,0.686,1.568,,0.097,,,0.186,1.274,1.104,,0.846,1.045,2.842,,1.41,,0.47,0.594,0.92,0.837,,,0.873,,0.651,,,,69.825,,,1.045,3.325,,3.75,8.0,3.0,,17.33,3.0,3.0,3.0,0.5,0.19,1.16,,,,,,,,,,,,,,,,,,,1.316,,5.985,160.979,,1.666,1.568,,,0.095,
2023-03-14T10:00:00.000Z,2.831,,,,3.94,,,,,,3.213,,2.072,3.192,3.68,2.17,,1.562,2.17,6.795,1.26,2.79,4.266,,0.624,,,0.584,3.565,3.8,,2.072,2.086,8.835,,3.576,,1.036,1.738,2.831,3.002,,,2.754,,1.584,,,,82.295,,,1.672,9.88,,3.25,7.5,6.5,,4.25,4.5,4.25,1.83,1.75,2.086,3.88,,,,,,,,,,,,,,,,,,,4.41,,5.96,0.0,,4.77,5.652,,,0.149,
2023-03-14T12:00:00.000Z,4.248,,,,4.51,,,,,,4.68,,3.132,5.22,5.191,2.82,,2.31,3.42,6.516,2.11,3.78,7.462,,0.91,,,1.026,5.728,5.704,,2.436,4.224,5.22,,5.456,,1.75,2.864,3.894,4.462,,,3.938,,2.352,,,,73.569,,,3.62,26.064,,7.25,4.0,4.0,,4.5,4.5,8.0,2.67,2.83,7.0,6.01,,,,,,,,,,,,,,,,,,,7.134,,1.408,3.822,,6.154,8.19,,,0.175,
2023-03-14T13:00:00.000Z,2.898,,,,2.23,,,,,,4.807,,2.626,4.41,4.466,2.007,,2.28,1.442,5.751,2.66,3.914,7.56,,0.422,,,1.188,4.06,4.536,,2.424,4.263,9.36,,4.51,,1.624,1.421,3.726,3.696,,,3.519,,1.94,,,,97.185,,,4.22,37.558,,6.25,4.0,8.5,,5.5,6.67,5.0,5.08,1.58,2.436,3.43,,,,,,,,,,,,,,,,,,,5.05,,0.0,0.0,,4.807,6.33,,,0.203,
2023-03-14T14:00:00.000Z,3.916,,,,2.2,,,,,,6.78,,3.85,6.282,5.652,4.272,,3.982,2.608,6.462,2.09,5.542,10.08,,0.678,,,2.136,6.36,6.069,,3.51,6.138,15.604,,7.744,,2.471,2.52,6.802,6.001,,,3.696,,3.231,,,,194.184,,,5.584,59.684,,3.5,5.67,3.75,,3.0,4.0,3.0,7.0,1.17,3.45,2.77,,,,,,,,,,,,,,,,,,,7.766,,0.0,0.0,,6.68,9.126,,,0.347,
2023-03-14T16:00:00.000Z,2.286,,,,2.0,,,,,,4.352,,2.75,3.855,,4.788,,1.936,1.778,6.993,2.05,3.556,6.939,,0.516,,,1.235,4.284,4.176,,2.25,4.267,4.845,,4.301,,1.757,1.757,4.064,3.808,,,3.06,,2.44,,,,195.072,,,3.084,38.293,,3.33,5.5,4.5,,13.5,2.67,5.25,3.0,1.0,2.51,2.55,,,,,,,,,,,,,,,,,,,5.25,,0.0,0.0,,4.608,6.192,,,0.251,
2023-03-14T17:00:00.000Z,2.134,,,,2.2,,,,,,4.56,,2.702,3.456,,2.134,,2.145,0.935,6.24,1.94,2.805,4.65,,0.188,,,0.776,3.162,3.492,,1.93,3.056,5.984,,3.474,,0.965,1.288,2.925,3.088,,,1.89,,1.746,,,,44.736,,,2.688,28.608,,4.0,3.0,5.5,,6.67,7.0,6.0,2.25,1.33,1.92,2.69,,,,,,,,,,,,,,,,,,,4.246,,0.0,0.0,,3.515,4.488,,,0.192,
2023-03-14T18:00:00.000Z,1.395,,,,2.05,,,,,,2.323,,1.33,2.112,,0.837,,0.728,0.654,2.73,1.96,1.853,2.599,,0.318,,,0.372,2.09,1.472,,0.752,1.552,3.24,,1.88,,0.564,0.833,1.84,1.536,,,0.918,,1.104,,,,103.208,,,1.248,14.356,,2.5,9.0,3.75,,5.0,3.0,3.5,2.25,1.33,0.96,2.86,,,,,,,,,,,,,,,,,,,2.068,,0.0,0.0,,2.242,2.75,,,0.095,
2023-03-14T19:00:00.000Z,1.456,,,,2.33,,,,,,2.4,,1.395,1.674,,1.274,,1.456,1.0,3.549,2.06,1.9,3.366,,0.392,,,0.644,2.424,1.911,,1.012,1.41,3.762,,2.116,,0.828,1.166,1.82,1.472,,,1.152,,1.183,,,,106.578,,,1.209,14.946,,3.5,3.0,4.0,,5.75,3.67,5.33,2.92,1.42,0.93,3.25,,,,,,,,,,,,,,,,,,,2.3,,0.0,0.0,,2.1,2.9,,,0.093,
2023-03-14T23:00:00.000Z,1.848,,,,0.3,,,,,,4.272,,1.752,2.312,,1.575,,1.272,0.964,3.21,1.43,1.446,1.936,,0.0,,,0.606,2.106,2.52,,1.172,3.601,3.224,,6.556,,1.192,0.876,3.15,2.128,,,1.584,,2.17,,,,49.938,,,3.179,15.39,,1.75,4.5,2.67,,4.33,2.5,3.33,2.0,0.67,6.816,1.35,,,,,,,,,,,,,,,,,,,3.552,,14.433,23.112,,2.097,2.241,,,0.574,
2023-03-15T00:00:00.000Z,,,,,0.39,,,,,,1.44,,0.837,1.034,,0.455,,0.364,0.1,1.183,1.34,0.7,1.53,,0.099,,,0.184,1.414,0.637,,0.465,0.95,,,1.953,,0.558,0.742,1.365,0.736,,,0.873,,0.828,,,,16.826,,,0.752,6.674,,1.33,,4.0,,4.25,2.5,,1.67,0.0,0.188,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,
2023-03-15T01:00:00.000Z,0.819,,,,0.15,,,,,,1.33,,0.736,0.744,,0.455,,0.63,0.297,1.35,1.08,0.495,1.616,,0.097,,,0.182,1.584,0.819,,0.552,0.744,,,2.3,,0.46,0.624,1.183,0.92,,,0.57,,,,,,15.903,,,0.558,9.486,,1.75,4.5,4.0,,2.5,2.5,3.0,0.92,0.08,0.0,1.01,,,,,,,,,,,,,,,,,,,1.472,,6.603,40.77,,1.144,1.98,,,0.184,
2023-03-15T03:00:00.000Z,1.624,,,,0.17,,,,,,2.02,,2.233,1.616,,1.218,,0.812,0.603,2.639,0.93,1.005,3.232,,0.202,,,0.406,4.2,2.03,,1.624,1.616,,,4.669,,1.015,0.995,2.436,2.233,,,1.616,,1.624,,,,15.15,,,1.015,25.856,,3.0,3.0,5.0,,3.33,3.0,2.0,0.0,0.17,13.332,1.3,,,,,,,,,,,,,,,,,,,3.248,,16.24,0.0,,1.616,3.232,,,0.202,
2023-03-15T04:00:00.000Z,2.508,,,,0.79,,,,,,2.628,,2.925,2.025,,0.92,,2.07,1.045,3.696,0.96,1.045,4.26,,0.217,,,0.684,5.945,2.76,,1.8,1.768,,,5.198,,1.356,1.194,3.45,2.748,,,2.387,,2.29,,,,13.44,,,1.125,29.344,,3.0,3.5,4.75,,4.25,8.0,4.0,0.0,0.42,1.784,1.62,,,,,,,,,,,,,,,,,,,4.54,,21.375,0.0,,2.1,5.375,,,0.224,
2023-03-15T05:00:00.000Z,5.082,,,,0.95,,,,,,4.536,,5.584,3.806,,2.96,,3.348,2.072,6.75,0.81,2.072,6.0,,0.63,,,1.077,8.61,5.18,,3.5,2.664,,,9.204,,2.478,1.626,6.29,5.415,,,3.84,,4.026,,,,19.952,,,2.076,47.88,,3.0,3.0,4.0,,3.25,10.0,4.0,0.0,0.67,3.41,1.91,,,,,,,,,,,,,,,,,,,9.558,,27.097,0.0,,4.365,7.982,,,0.344,
2023-03-15T06:00:00.000Z,4.48,,,,2.18,,,,,,3.21,,3.952,2.706,,2.673,,3.03,1.48,6.531,0.89,1.85,4.95,,0.63,,,1.35,4.725,5.382,,2.739,1.744,,,6.734,,1.813,1.19,5.346,4.48,,,2.691,,3.705,,,,14.036,,,1.729,33.84,,3.5,8.33,4.25,,2.0,8.5,3.25,0.0,1.25,2.31,2.22,,,,,,,,,,,,,,,,,,,6.76,,7.584,0.0,,3.82,5.304,,,0.237,
2023-03-15T07:00:00.000Z,3.42,,,,1.44,,,,,,2.328,,2.552,2.53,2.24,2.282,,1.71,1.376,9.175,0.9,1.548,1.82,,0.191,,,0.807,3.3,4.662,,1.645,1.6,,,5.456,,1.24,0.81,4.212,3.77,,,1.504,,2.98,,1.96,,14.625,,,1.617,11.819,,3.5,4.0,5.5,,2.25,4.0,5.0,0.58,0.83,2.982,2.57,,,,,,,,,,,,,,,,,,,5.566,,11.25,0.0,,1.77,2.805,,,0.22,
2023-03-15T08:00:00.000Z,2.75,,,,1.06,,,,,,2.136,,2.255,1.632,2.184,1.734,,2.135,0.815,5.678,0.99,0.978,4.59,,0.176,,,0.936,3.318,3.835,,2.691,1.991,6.048,,5.232,,1.526,1.256,4.305,2.783,,,1.914,,2.08,,1.79,,16.0,,,1.435,19.104,,3.5,5.0,3.33,,3.25,6.0,2.5,0.83,1.08,6.494,1.91,,,,,,,,,,,,,,,,,,,4.4,,2.772,0.0,,2.004,3.114,,,0.196,
2023-03-15T12:00:00.000Z,4.812,,,,3.97,,,,,,4.935,,3.339,3.66,3.5,2.912,,2.532,1.164,6.864,1.13,2.619,,,0.312,,,1.564,3.962,5.824,,2.238,3.773,11.7,,4.572,,2.292,1.572,6.24,4.728,,,3.876,,2.842,,3.38,,222.268,,,2.928,65.872,,1.5,4.5,6.0,,3.0,3.5,3.25,1.0,1.0,3.55,1.62,,,,,,,,,,,,,,,,,,,6.064,,0.0,0.0,,3.588,5.7,,,0.361,
2023-03-15T13:00:00.000Z,2.844,,,,3.29,,,,,,4.088,,2.448,2.754,3.64,2.24,,1.61,1.104,3.888,1.09,2.208,7.641,,0.29,,,0.939,2.97,4.815,,2.456,3.54,8.46,,4.03,,1.55,1.584,4.48,3.476,,,3.179,,2.219,,2.637,,135.584,,,2.448,58.976,,1.67,2.0,4.5,,2.0,2.33,2.75,0.92,0.75,2.4,1.42,,,,,,,,,,,,,,,,,,,4.34,,0.0,0.0,,3.069,5.166,,,0.303,
2023-03-15T14:00:00.000Z,1.067,,,,0.62,,,,,,1.308,,0.808,1.03,1.584,0.57,,0.564,0.351,1.302,1.18,1.17,3.224,,0.116,,,0.294,1.392,1.045,,0.707,1.144,3.48,,1.3,,0.6,1.0,1.33,1.089,,,2.398,,0.576,,1.05,,70.864,,,0.824,20.28,,1.5,1.0,1.0,,2.5,1.67,3.75,1.08,0.67,2.678,1.33,,,,,,,,,,,,,,,,,,,1.3,,0.0,0.0,,1.29,1.8,,,0.102,
2023-03-15T17:00:00.000Z,2.016,,,,0.28,,,,,,2.354,,2.22,1.98,,2.025,,1.362,0.618,3.632,1.07,1.854,4.444,,0.208,,,1.344,2.255,2.25,,1.776,1.971,,,4.683,,1.784,1.584,3.616,3.3,,,1.917,,2.034,,2.18,,193.815,,,2.409,38.368,,2.75,1.5,2.5,,4.25,1.5,2.33,1.33,0.67,15.84,1.62,,,,,,,,,,,,,,,,,,,2.23,,0.0,0.0,,1.584,2.87,,,0.221,
2023-03-15T18:00:00.000Z,1.611,,,,0.64,,,,,,2.024,,3.043,1.991,,2.353,,1.575,0.752,4.984,1.13,1.88,5.568,,0.376,,,1.068,2.256,2.88,,2.327,1.629,7.332,,4.117,,2.148,1.93,4.806,3.312,,,2.208,,2.288,,2.896,,65.703,,,2.002,31.122,,4.67,3.0,4.0,,12.0,3.0,2.5,3.25,1.25,1.8,2.03,,,,,,,,,,,,,,,,,,,1.969,,0.0,0.0,,1.746,3.99,,,0.18,
2023-03-15T19:00:00.000Z,3.757,,,,1.38,,,,,,3.405,,5.28,3.354,,6.342,,4.326,0.98,13.23,1.09,2.548,6.84,,0.633,,,2.248,5.568,4.848,,4.256,2.178,8.12,,6.825,,3.003,1.914,8.484,8.149,,,3.568,,4.116,,4.78,,73.44,,,3.612,42.588,,6.25,3.5,3.5,,14.0,3.0,4.5,5.92,2.58,10.08,3.73,,,,,,,,,,,,,,,,,,,4.352,,0.0,205.695,,2.506,5.2,,,0.257,
